,ACN US Equity,AMD US Equity,AKAM US Equity,ADSK US Equity,CA US Equity,GIB US Equity,CSCO US Equity,EMC US Equity,HPQ US Equity,INTC US Equity,IBM US Equity,MSFT US Equity,MSI US Equity,NVDA US Equity,RAX US Equity,SYMC US Equity,TEL US Equity,TDC US Equity,TXN US Equity,XRX US Equity
12/12/13,$74.08 ,$3.69 ,$43.76 ,$45.51 ,$32.40 ,$33.72 ,$20.51 ,$23.15 ,$12.08 ,$24.47 ,$173.37 ,$37.22 ,$64.86 ,$15.11 ,$35.15 ,$22.31 ,$52.17 ,$39.52 ,$42.42 ,$11.20 
12/13/13,$73.94 ,$3.69 ,$45.72 ,$47.74 ,$32.34 ,$33.75 ,$20.24 ,$23.30 ,$12.15 ,$24.29 ,$172.80 ,$36.69 ,$65.05 ,$15.02 ,$34.92 ,$22.11 ,$51.98 ,$40.99 ,$41.95 ,$11.33 
12/16/13,$74.62 ,$3.59 ,$45.39 ,$47.19 ,$32.52 ,$33.72 ,$20.68 ,$23.70 ,$12.21 ,$24.45 ,$177.85 ,$36.89 ,$65.36 ,$15.04 ,$34.83 ,$22.55 ,$52.09 ,$41.62 ,$42.29 ,$11.51 
12/17/13,$74.00 ,$3.65 ,$45.58 ,$47.50 ,$32.48 ,$34.72 ,$20.92 ,$23.53 ,$12.46 ,$24.66 ,$175.76 ,$36.52 ,$65.52 ,$15.11 ,$37.15 ,$23.00 ,$52.10 ,$41.73 ,$42.43 ,$11.49 
12/18/13,$75.62 ,$3.65 ,$46.55 ,$48.27 ,$32.58 ,$34.69 ,$21.00 ,$23.61 ,$12.49 ,$25.15 ,$178.70 ,$36.58 ,$66.16 ,$15.32 ,$37.61 ,$23.20 ,$53.15 ,$41.89 ,$43.10 ,$11.75 
12/19/13,$79.51 ,$3.65 ,$46.60 ,$48.05 ,$32.90 ,$35.61 ,$21.07 ,$24.02 ,$12.73 ,$25.14 ,$180.22 ,$36.25 ,$65.85 ,$15.38 ,$35.94 ,$22.99 ,$53.01 ,$42.18 ,$42.46 ,$11.78 
12/20/13,$80.55 ,$3.69 ,$47.70 ,$49.19 ,$32.93 ,$35.31 ,$21.13 ,$24.54 ,$12.62 ,$25.06 ,$180.02 ,$36.80 ,$65.61 ,$15.69 ,$37.08 ,$22.51 ,$53.74 ,$44.78 ,$42.84 ,$11.88 
12/23/13,$81.55 ,$3.75 ,$47.51 ,$49.46 ,$33.07 ,$35.62 ,$21.57 ,$25.07 ,$12.73 ,$25.32 ,$182.23 ,$36.62 ,$66.78 ,$15.78 ,$38.03 ,$22.89 ,$54.26 ,$44.30 ,$43.36 ,$12.03 
12/24/13,$81.31 ,$3.77 ,$47.73 ,$49.70 ,$33.41 ,$35.28 ,$21.69 ,$25.01 ,$12.78 ,$25.43 ,$183.22 ,$37.08 ,$67.10 ,$15.82 ,$38.36 ,$22.92 ,$54.47 ,$44.35 ,$43.43 ,$12.18 
12/26/13,$82.15 ,$3.80 ,$47.30 ,$49.39 ,$33.47 ,$35.63 ,$21.80 ,$25.02 ,$12.85 ,$25.70 ,$185.35 ,$37.44 ,$67.18 ,$15.67 ,$38.51 ,$22.95 ,$54.58 ,$44.69 ,$43.59 ,$12.23 
12/27/13,$82.51 ,$3.78 ,$46.88 ,$49.54 ,$33.43 ,$34.24 ,$22.02 ,$25.00 ,$12.80 ,$25.60 ,$185.08 ,$37.29 ,$67.33 ,$15.76 ,$38.29 ,$23.05 ,$54.53 ,$44.76 ,$43.67 ,$12.20 
12/30/13,$82.06 ,$3.85 ,$46.94 ,$49.58 ,$33.66 ,$33.99 ,$22.25 ,$25.06 ,$12.74 ,$25.85 ,$186.41 ,$37.29 ,$67.25 ,$15.97 ,$38.23 ,$23.47 ,$54.50 ,$44.70 ,$43.90 ,$12.15 
12/31/13,$82.22 ,$3.87 ,$47.18 ,$50.32 ,$33.65 ,$33.46 ,$22.43 ,$25.15 ,$12.70 ,$25.96 ,$187.57 ,$37.41 ,$67.50 ,$16.02 ,$39.13 ,$23.58 ,$55.11 ,$45.49 ,$43.91 ,$12.17 
1/2/14,$81.13 ,$3.95 ,$46.53 ,$49.25 ,$33.15 ,$32.72 ,$22.00 ,$25.07 ,$12.56 ,$25.79 ,$185.53 ,$37.16 ,$66.33 ,$15.86 ,$37.66 ,$23.46 ,$54.45 ,$44.73 ,$43.10 ,$11.91 
1/3/14,$81.40 ,$4.00 ,$46.45 ,$48.90 ,$33.11 ,$32.88 ,$21.98 ,$25.07 ,$12.87 ,$25.78 ,$186.64 ,$36.91 ,$66.20 ,$15.67 ,$37.55 ,$23.11 ,$54.49 ,$45.36 ,$43.29 ,$11.99 
1/6/14,$80.54 ,$4.13 ,$46.11 ,$48.55 ,$32.93 ,$32.66 ,$22.01 ,$24.86 ,$12.84 ,$25.46 ,$186.00 ,$36.13 ,$65.92 ,$15.88 ,$36.73 ,$23.14 ,$54.46 ,$45.54 ,$42.93 ,$12.09 
1/7/14,$81.52 ,$4.18 ,$47.01 ,$49.68 ,$33.45 ,$32.09 ,$22.31 ,$25.55 ,$12.79 ,$25.59 ,$189.71 ,$36.41 ,$66.19 ,$16.14 ,$38.05 ,$23.39 ,$54.90 ,$45.98 ,$42.70 ,$12.19 
1/8/14,$82.15 ,$4.18 ,$46.68 ,$50.24 ,$33.59 ,$31.89 ,$22.29 ,$25.51 ,$12.46 ,$25.43 ,$187.97 ,$35.76 ,$65.99 ,$16.36 ,$37.38 ,$23.34 ,$55.14 ,$45.87 ,$43.29 ,$12.08 
1/9/14,$82.95 ,$4.09 ,$47.62 ,$51.08 ,$33.85 ,$32.51 ,$22.09 ,$25.33 ,$12.54 ,$25.31 ,$187.38 ,$35.53 ,$66.50 ,$15.75 ,$36.16 ,$23.51 ,$55.53 ,$45.39 ,$43.06 ,$12.05 
1/10/14,$83.20 ,$4.17 ,$48.20 ,$51.47 ,$34.02 ,$31.58 ,$22.22 ,$25.32 ,$12.58 ,$25.53 ,$187.26 ,$36.04 ,$66.15 ,$15.73 ,$36.59 ,$23.47 ,$55.44 ,$44.31 ,$43.11 ,$11.99 
1/13/14,$81.06 ,$4.13 ,$46.30 ,$51.57 ,$33.44 ,$31.67 ,$22.19 ,$25.14 ,$12.77 ,$25.50 ,$184.16 ,$34.98 ,$65.49 ,$15.36 ,$35.83 ,$22.20 ,$55.55 ,$44.03 ,$42.24 ,$12.21 
1/14/14,$81.95 ,$4.30 ,$47.44 ,$52.64 ,$34.01 ,$31.37 ,$22.41 ,$25.74 ,$13.10 ,$26.51 ,$185.92 ,$35.78 ,$66.35 ,$15.84 ,$35.95 ,$22.21 ,$55.70 ,$45.79 ,$43.34 ,$12.26 
1/15/14,$84.22 ,$4.47 ,$49.15 ,$53.29 ,$34.12 ,$31.86 ,$22.78 ,$26.29 ,$13.09 ,$26.67 ,$187.74 ,$36.76 ,$65.62 ,$16.01 ,$37.85 ,$22.93 ,$55.43 ,$47.63 ,$43.54 ,$12.39 
1/16/14,$84.12 ,$4.38 ,$48.74 ,$53.60 ,$34.05 ,$32.59 ,$22.78 ,$26.37 ,$13.42 ,$26.54 ,$188.76 ,$36.89 ,$65.81 ,$16.06 ,$38.22 ,$23.09 ,$55.55 ,$47.30 ,$43.37 ,$12.44 
1/17/14,$84.43 ,$4.18 ,$48.58 ,$53.24 ,$34.43 ,$32.26 ,$22.74 ,$26.33 ,$13.53 ,$25.85 ,$190.09 ,$36.38 ,$66.10 ,$15.99 ,$38.22 ,$23.27 ,$55.94 ,$47.24 ,$43.45 ,$12.20 
1/21/14,$84.93 ,$4.17 ,$48.95 ,$53.30 ,$34.26 ,$31.58 ,$22.83 ,$26.33 ,$13.57 ,$25.59 ,$188.43 ,$36.17 ,$67.11 ,$16.05 ,$38.13 ,$23.30 ,$56.30 ,$46.86 ,$43.85 ,$12.14 
1/22/14,$85.40 ,$3.67 ,$49.18 ,$52.37 ,$34.30 ,$31.27 ,$22.84 ,$26.06 ,$13.55 ,$25.31 ,$182.25 ,$35.93 ,$64.51 ,$16.03 ,$37.72 ,$23.62 ,$60.00 ,$45.75 ,$44.61 ,$12.06 
1/23/14,$83.92 ,$3.62 ,$49.61 ,$51.86 ,$33.65 ,$31.22 ,$22.56 ,$26.22 ,$13.33 ,$25.13 ,$182.73 ,$36.06 ,$65.34 ,$15.97 ,$37.40 ,$23.62 ,$59.18 ,$45.00 ,$44.09 ,$11.76 
1/24/14,$81.18 ,$3.47 ,$48.34 ,$50.44 ,$32.66 ,$31.43 ,$22.20 ,$25.49 ,$12.93 ,$24.81 ,$179.64 ,$36.81 ,$64.42 ,$15.56 ,$37.13 ,$23.30 ,$57.32 ,$43.78 ,$42.95 ,$11.24 
1/27/14,$81.15 ,$3.41 ,$47.84 ,$50.59 ,$32.24 ,$30.67 ,$22.00 ,$25.35 ,$12.98 ,$24.72 ,$177.90 ,$36.03 ,$64.43 ,$15.46 ,$35.84 ,$22.89 ,$57.16 ,$43.40 ,$42.64 ,$10.61 
1/28/14,$81.30 ,$3.54 ,$48.35 ,$51.24 ,$32.55 ,$31.54 ,$21.75 ,$25.38 ,$13.17 ,$24.90 ,$176.85 ,$36.27 ,$64.34 ,$15.61 ,$37.32 ,$23.30 ,$57.02 ,$43.90 ,$42.90 ,$10.88 
1/29/14,$80.32 ,$3.48 ,$47.55 ,$49.65 ,$32.20 ,$29.95 ,$21.65 ,$24.65 ,$13.18 ,$24.68 ,$176.40 ,$36.66 ,$63.98 ,$15.46 ,$35.82 ,$24.15 ,$56.76 ,$42.07 ,$42.40 ,$10.61 
1/30/14,$80.72 ,$3.48 ,$48.47 ,$51.52 ,$32.33 ,$30.32 ,$21.98 ,$24.62 ,$13.28 ,$24.74 ,$177.36 ,$36.86 ,$64.91 ,$15.72 ,$36.53 ,$22.38 ,$57.73 ,$42.13 ,$42.69 ,$11.05 
1/31/14,$79.88 ,$3.43 ,$47.68 ,$51.25 ,$32.09 ,$30.64 ,$21.91 ,$24.24 ,$13.17 ,$24.54 ,$176.68 ,$37.84 ,$63.80 ,$15.70 ,$36.41 ,$21.41 ,$56.51 ,$41.12 ,$42.40 ,$10.85 
2/3/14,$78.09 ,$3.33 ,$46.01 ,$49.33 ,$31.19 ,$30.05 ,$21.55 ,$23.82 ,$12.73 ,$23.95 ,$172.90 ,$36.48 ,$62.72 ,$15.49 ,$35.26 ,$20.75 ,$55.28 ,$40.00 ,$41.50 ,$10.41 
2/4/14,$78.08 ,$3.37 ,$46.49 ,$50.12 ,$31.22 ,$30.04 ,$21.80 ,$23.66 ,$12.86 ,$23.82 ,$172.84 ,$36.35 ,$62.99 ,$15.58 ,$36.22 ,$20.42 ,$55.10 ,$40.56 ,$40.89 ,$10.38 
2/5/14,$77.57 ,$3.31 ,$47.42 ,$49.96 ,$31.16 ,$29.67 ,$21.98 ,$23.88 ,$12.72 ,$23.52 ,$174.24 ,$35.82 ,$62.89 ,$15.44 ,$37.00 ,$20.54 ,$54.94 ,$41.06 ,$40.97 ,$10.30 
2/6/14,$78.52 ,$3.41 ,$57.18 ,$50.96 ,$31.62 ,$30.07 ,$22.49 ,$24.16 ,$12.93 ,$23.99 ,$174.67 ,$36.18 ,$63.40 ,$15.64 ,$37.70 ,$20.47 ,$55.61 ,$41.00 ,$41.23 ,$10.35 
2/7/14,$80.58 ,$3.47 ,$56.64 ,$51.99 ,$32.17 ,$30.15 ,$22.67 ,$24.49 ,$13.20 ,$24.21 ,$177.25 ,$36.56 ,$64.60 ,$15.87 ,$39.51 ,$20.90 ,$56.61 ,$40.95 ,$41.95 ,$10.41 
2/10/14,$79.97 ,$3.63 ,$58.01 ,$52.28 ,$32.07 ,$29.76 ,$22.83 ,$24.71 ,$13.08 ,$24.29 ,$177.14 ,$36.80 ,$65.08 ,$15.92 ,$40.36 ,$20.89 ,$56.26 ,$41.07 ,$42.36 ,$10.40 
2/11/14,$80.55 ,$3.70 ,$59.79 ,$52.92 ,$32.30 ,$31.17 ,$22.71 ,$24.98 ,$13.33 ,$24.47 ,$179.70 ,$37.18 ,$65.03 ,$16.25 ,$32.65 ,$21.23 ,$56.77 ,$43.30 ,$43.13 ,$10.57 
2/12/14,$81.21 ,$3.69 ,$59.14 ,$53.77 ,$32.67 ,$31.07 ,$22.85 ,$25.09 ,$13.36 ,$24.55 ,$180.24 ,$37.47 ,$65.78 ,$16.83 ,$31.49 ,$21.22 ,$57.10 ,$42.79 ,$43.30 ,$10.66 
2/13/14,$81.74 ,$3.70 ,$59.71 ,$54.13 ,$33.08 ,$31.35 ,$22.27 ,$25.08 ,$13.54 ,$24.70 ,$181.84 ,$37.61 ,$65.67 ,$17.36 ,$32.53 ,$21.36 ,$57.27 ,$42.80 ,$43.74 ,$10.79 
2/14/14,$82.11 ,$3.69 ,$60.03 ,$54.17 ,$32.99 ,$32.27 ,$22.56 ,$25.40 ,$13.63 ,$24.76 ,$183.69 ,$37.62 ,$65.61 ,$17.91 ,$33.81 ,$21.35 ,$57.24 ,$43.31 ,$43.86 ,$10.72 
2/18/14,$82.59 ,$3.70 ,$60.62 ,$54.52 ,$32.90 ,$32.27 ,$22.41 ,$25.48 ,$13.43 ,$24.76 ,$183.19 ,$37.42 ,$65.78 ,$17.90 ,$34.97 ,$20.69 ,$57.48 ,$43.42 ,$44.01 ,$10.72 
2/19/14,$83.26 ,$3.72 ,$60.52 ,$54.47 ,$32.45 ,$32.24 ,$22.28 ,$25.25 ,$13.37 ,$24.50 ,$182.95 ,$37.51 ,$64.93 ,$18.14 ,$34.87 ,$20.54 ,$57.43 ,$44.31 ,$43.93 ,$10.68 
2/20/14,$83.38 ,$3.69 ,$61.55 ,$54.90 ,$32.67 ,$33.53 ,$22.30 ,$25.47 ,$13.71 ,$24.74 ,$184.26 ,$37.75 ,$65.22 ,$18.78 ,$34.60 ,$20.51 ,$57.48 ,$44.96 ,$44.20 ,$10.74 
2/21/14,$83.80 ,$3.69 ,$61.73 ,$55.40 ,$32.42 ,$32.79 ,$22.13 ,$25.50 ,$13.52 ,$24.42 ,$182.79 ,$37.98 ,$65.02 ,$18.64 ,$33.48 ,$20.53 ,$57.47 ,$45.58 ,$44.15 ,$10.74 
2/24/14,$83.95 ,$3.71 ,$62.64 ,$54.47 ,$32.67 ,$32.69 ,$22.12 ,$25.69 ,$13.58 ,$24.63 ,$183.45 ,$37.69 ,$64.96 ,$18.91 ,$34.55 ,$20.84 ,$57.97 ,$45.66 ,$44.45 ,$10.78 
2/25/14,$83.41 ,$3.69 ,$61.67 ,$54.66 ,$32.62 ,$32.28 ,$21.84 ,$25.68 ,$13.57 ,$24.62 ,$183.23 ,$37.54 ,$65.10 ,$18.74 ,$35.72 ,$20.78 ,$57.72 ,$45.58 ,$44.47 ,$10.67 
2/26/14,$83.40 ,$3.70 ,$61.48 ,$54.72 ,$32.92 ,$32.76 ,$21.93 ,$26.35 ,$13.57 ,$24.80 ,$184.06 ,$37.47 ,$65.45 ,$18.71 ,$36.95 ,$21.26 ,$57.68 ,$46.26 ,$44.63 ,$10.75 
2/27/14,$83.36 ,$3.71 ,$62.74 ,$54.28 ,$33.39 ,$32.86 ,$21.92 ,$26.47 ,$13.51 ,$24.76 ,$185.27 ,$37.86 ,$65.90 ,$18.50 ,$38.00 ,$21.50 ,$58.23 ,$46.28 ,$44.78 ,$11.00 
2/28/14,$83.35 ,$3.71 ,$61.13 ,$52.48 ,$33.50 ,$32.70 ,$21.80 ,$26.37 ,$13.57 ,$24.76 ,$185.17 ,$38.31 ,$66.20 ,$18.38 ,$36.77 ,$21.48 ,$58.58 ,$45.92 ,$44.96 ,$10.99 
3/3/14,$82.50 ,$3.67 ,$61.26 ,$51.67 ,$33.14 ,$31.63 ,$21.57 ,$26.16 ,$13.50 ,$24.50 ,$184.26 ,$37.78 ,$65.98 ,$18.29 ,$36.70 ,$21.39 ,$58.22 ,$45.22 ,$44.58 ,$10.87 
3/4/14,$83.98 ,$3.70 ,$62.64 ,$53.50 ,$33.39 ,$32.13 ,$21.82 ,$26.87 ,$13.67 ,$24.61 ,$186.44 ,$38.41 ,$66.76 ,$18.48 ,$37.76 ,$21.00 ,$60.00 ,$46.30 ,$45.26 ,$11.06 
3/5/14,$84.11 ,$3.71 ,$61.51 ,$53.44 ,$33.25 ,$32.78 ,$21.87 ,$26.92 ,$13.59 ,$24.50 ,$187.14 ,$38.11 ,$66.33 ,$18.64 ,$37.61 ,$20.96 ,$58.95 ,$46.58 ,$45.18 ,$10.92 
3/6/14,$83.80 ,$3.73 ,$61.37 ,$53.74 ,$33.21 ,$33.10 ,$21.82 ,$26.93 ,$13.66 ,$24.63 ,$187.64 ,$38.15 ,$66.57 ,$18.38 ,$37.89 ,$20.80 ,$58.80 ,$46.98 ,$45.68 ,$11.09 
3/7/14,$83.93 ,$3.95 ,$61.00 ,$53.61 ,$32.93 ,$32.44 ,$21.73 ,$27.04 ,$13.77 ,$24.64 ,$187.68 ,$37.90 ,$66.64 ,$18.36 ,$38.65 ,$20.59 ,$59.11 ,$46.84 ,$45.85 ,$10.93 
3/10/14,$84.04 ,$3.81 ,$59.39 ,$52.59 ,$32.82 ,$32.89 ,$21.69 ,$27.13 ,$13.57 ,$24.84 ,$186.39 ,$37.82 ,$66.43 ,$18.09 ,$37.46 ,$20.56 ,$58.91 ,$46.50 ,$45.87 ,$10.85 
3/11/14,$83.55 ,$3.85 ,$60.23 ,$52.81 ,$32.65 ,$31.55 ,$21.61 ,$26.83 ,$13.58 ,$24.73 ,$186.76 ,$38.02 ,$66.08 ,$18.27 ,$35.83 ,$20.46 ,$57.89 ,$45.90 ,$45.67 ,$10.73 
3/12/14,$82.75 ,$3.91 ,$60.44 ,$52.34 ,$32.40 ,$32.06 ,$21.82 ,$27.10 ,$13.43 ,$24.76 ,$186.22 ,$38.27 ,$65.02 ,$18.32 ,$36.40 ,$20.49 ,$57.80 ,$45.44 ,$46.43 ,$10.79 
3/13/14,$82.09 ,$3.86 ,$59.03 ,$50.47 ,$31.87 ,$31.55 ,$21.52 ,$27.08 ,$13.13 ,$24.57 ,$183.90 ,$37.89 ,$64.21 ,$17.74 ,$34.32 ,$20.05 ,$57.32 ,$44.95 ,$44.99 ,$10.60 
3/14/14,$81.38 ,$3.85 ,$59.53 ,$50.47 ,$31.48 ,$30.84 ,$21.35 ,$26.95 ,$13.20 ,$24.50 ,$182.21 ,$37.70 ,$63.67 ,$17.82 ,$34.46 ,$20.16 ,$57.00 ,$44.69 ,$44.31 ,$10.60 
3/17/14,$83.39 ,$3.80 ,$59.80 ,$51.28 ,$31.85 ,$31.40 ,$21.51 ,$27.58 ,$13.38 ,$24.70 ,$185.81 ,$38.05 ,$65.08 ,$17.82 ,$34.75 ,$20.30 ,$58.04 ,$45.79 ,$45.27 ,$10.72 
3/18/14,$83.79 ,$3.89 ,$60.61 ,$52.43 ,$32.39 ,$31.16 ,$21.63 ,$27.84 ,$13.87 ,$24.82 ,$186.81 ,$39.55 ,$65.72 ,$18.24 ,$35.21 ,$20.51 ,$58.66 ,$46.29 ,$45.40 ,$10.85 
3/19/14,$82.63 ,$3.98 ,$60.11 ,$51.05 ,$32.15 ,$31.27 ,$21.63 ,$27.58 ,$14.36 ,$25.02 ,$184.71 ,$39.27 ,$65.70 ,$18.56 ,$34.60 ,$20.58 ,$57.92 ,$46.09 ,$45.52 ,$10.72 
3/20/14,$83.06 ,$4.05 ,$61.96 ,$51.61 ,$32.25 ,$31.46 ,$21.83 ,$27.71 ,$14.29 ,$25.43 ,$187.90 ,$40.33 ,$66.66 ,$18.57 ,$33.94 ,$20.91 ,$59.24 ,$48.20 ,$46.95 ,$10.96 
3/21/14,$82.83 ,$4.04 ,$60.72 ,$50.04 ,$31.11 ,$30.65 ,$21.64 ,$27.98 ,$14.51 ,$25.17 ,$186.67 ,$40.16 ,$66.81 ,$18.54 ,$33.01 ,$18.20 ,$60.16 ,$47.79 ,$47.15 ,$11.20 
3/24/14,$82.00 ,$4.05 ,$59.58 ,$49.74 ,$31.01 ,$30.73 ,$21.57 ,$27.90 ,$14.36 ,$25.12 ,$188.25 ,$40.50 ,$66.05 ,$18.45 ,$32.72 ,$19.09 ,$59.67 ,$47.62 ,$46.57 ,$10.98 
3/25/14,$83.52 ,$4.05 ,$57.86 ,$49.78 ,$30.98 ,$31.21 ,$22.34 ,$28.18 ,$14.78 ,$25.46 ,$195.04 ,$40.34 ,$66.18 ,$18.45 ,$33.86 ,$19.06 ,$60.10 ,$48.07 ,$46.69 ,$11.05 
3/26/14,$82.97 ,$4.05 ,$57.75 ,$48.68 ,$30.66 ,$30.88 ,$22.32 ,$27.33 ,$14.69 ,$25.38 ,$192.62 ,$39.79 ,$65.16 ,$18.03 ,$32.17 ,$18.79 ,$59.08 ,$47.40 ,$46.39 ,$10.95 
3/27/14,$78.80 ,$3.91 ,$58.11 ,$48.28 ,$30.53 ,$30.79 ,$22.02 ,$27.41 ,$14.50 ,$25.31 ,$189.83 ,$39.36 ,$64.36 ,$17.79 ,$31.28 ,$19.27 ,$59.06 ,$47.80 ,$46.08 ,$10.91 
3/28/14,$78.81 ,$3.88 ,$58.24 ,$48.34 ,$30.84 ,$30.75 ,$22.33 ,$27.48 ,$14.55 ,$25.62 ,$190.45 ,$40.30 ,$64.30 ,$17.90 ,$31.26 ,$19.79 ,$59.51 ,$48.10 ,$46.64 ,$11.06 
3/31/14,$79.72 ,$4.01 ,$58.21 ,$49.18 ,$30.98 ,$30.92 ,$22.42 ,$27.41 ,$14.69 ,$25.81 ,$192.49 ,$40.99 ,$64.29 ,$17.91 ,$32.82 ,$19.97 ,$60.21 ,$49.19 ,$47.16 ,$11.30 
4/1/14,$79.54 ,$4.07 ,$59.62 ,$50.07 ,$31.59 ,$30.99 ,$23.10 ,$27.79 ,$15.09 ,$25.99 ,$194.50 ,$41.42 ,$64.91 ,$18.65 ,$32.29 ,$20.18 ,$60.26 ,$48.27 ,$47.53 ,$11.44 
4/2/14,$79.99 ,$4.06 ,$58.18 ,$49.58 ,$31.84 ,$31.51 ,$22.99 ,$27.90 ,$15.26 ,$25.89 ,$193.55 ,$41.35 ,$65.10 ,$18.53 ,$31.76 ,$20.01 ,$61.69 ,$49.18 ,$47.62 ,$11.50 
4/3/14,$79.35 ,$4.00 ,$56.44 ,$48.31 ,$31.67 ,$31.96 ,$23.09 ,$27.89 ,$14.98 ,$26.41 ,$192.69 ,$41.01 ,$65.09 ,$18.73 ,$31.69 ,$20.03 ,$61.45 ,$48.98 ,$47.69 ,$11.77 
4/4/14,$78.14 ,$4.01 ,$54.35 ,$47.32 ,$31.08 ,$31.64 ,$22.71 ,$27.40 ,$14.82 ,$26.16 ,$191.77 ,$39.87 ,$64.26 ,$18.15 ,$32.47 ,$20.25 ,$59.98 ,$47.79 ,$46.34 ,$11.48 
4/7/14,$78.88 ,$3.88 ,$53.84 ,$46.59 ,$31.26 ,$31.06 ,$22.85 ,$27.04 ,$14.85 ,$26.49 ,$194.52 ,$39.80 ,$64.43 ,$18.21 ,$32.45 ,$20.41 ,$59.03 ,$45.72 ,$46.25 ,$11.43 
4/8/14,$78.29 ,$3.99 ,$54.45 ,$47.15 ,$31.36 ,$31.74 ,$22.94 ,$27.38 ,$14.73 ,$26.91 ,$193.29 ,$39.82 ,$64.95 ,$18.86 ,$33.71 ,$20.64 ,$59.10 ,$45.33 ,$46.77 ,$11.49 
4/9/14,$78.48 ,$3.98 ,$55.18 ,$48.49 ,$31.27 ,$33.05 ,$23.12 ,$27.44 ,$14.86 ,$26.98 ,$196.64 ,$40.47 ,$65.26 ,$18.84 ,$33.46 ,$20.64 ,$60.23 ,$46.58 ,$47.24 ,$11.49 
4/10/14,$76.83 ,$3.85 ,$52.88 ,$45.97 ,$30.31 ,$31.98 ,$22.65 ,$27.00 ,$14.89 ,$26.43 ,$195.68 ,$39.36 ,$63.99 ,$18.38 ,$32.40 ,$20.40 ,$58.73 ,$46.07 ,$45.53 ,$11.31 
4/11/14,$77.09 ,$3.65 ,$52.61 ,$45.19 ,$29.41 ,$32.07 ,$22.46 ,$26.65 ,$14.73 ,$26.18 ,$195.19 ,$39.21 ,$63.39 ,$18.12 ,$31.61 ,$20.01 ,$58.85 ,$44.71 ,$44.98 ,$11.06 
4/14/14,$77.82 ,$3.71 ,$52.96 ,$45.83 ,$29.70 ,$32.19 ,$22.85 ,$26.75 ,$14.94 ,$26.56 ,$197.77 ,$39.18 ,$63.78 ,$18.32 ,$31.04 ,$20.60 ,$59.29 ,$45.28 ,$45.32 ,$11.35 
4/15/14,$78.92 ,$3.79 ,$53.57 ,$46.82 ,$29.94 ,$32.78 ,$22.89 ,$26.92 ,$14.71 ,$26.77 ,$197.02 ,$39.75 ,$63.37 ,$18.45 ,$31.44 ,$20.76 ,$59.75 ,$46.78 ,$45.81 ,$11.31 
4/16/14,$79.11 ,$3.76 ,$54.52 ,$47.55 ,$30.32 ,$32.86 ,$23.03 ,$26.70 ,$14.75 ,$26.93 ,$196.40 ,$40.40 ,$63.23 ,$18.49 ,$31.92 ,$20.68 ,$60.81 ,$47.08 ,$45.21 ,$11.50 
4/17/14,$78.90 ,$3.69 ,$54.30 ,$48.49 ,$30.41 ,$32.98 ,$23.21 ,$26.62 ,$14.50 ,$27.04 ,$190.01 ,$40.01 ,$63.15 ,$18.56 ,$31.49 ,$20.71 ,$61.07 ,$46.99 ,$45.83 ,$11.43 
4/21/14,$79.71 ,$4.12 ,$54.42 ,$48.40 ,$30.58 ,$33.09 ,$23.40 ,$26.93 ,$14.50 ,$26.95 ,$192.27 ,$39.94 ,$62.51 ,$18.71 ,$31.32 ,$20.81 ,$61.36 ,$47.60 ,$46.11 ,$11.47 
4/22/14,$79.64 ,$4.30 ,$54.71 ,$49.01 ,$30.53 ,$33.17 ,$23.52 ,$26.76 ,$14.42 ,$26.84 ,$192.15 ,$39.99 ,$63.27 ,$18.87 ,$30.28 ,$20.60 ,$61.34 ,$47.55 ,$46.59 ,$11.59 
4/23/14,$79.11 ,$4.25 ,$53.77 ,$48.23 ,$30.61 ,$33.50 ,$23.50 ,$25.91 ,$14.41 ,$26.75 ,$191.73 ,$39.69 ,$63.29 ,$19.09 ,$30.38 ,$20.64 ,$60.36 ,$46.31 ,$46.46 ,$11.96 
4/24/14,$78.36 ,$4.28 ,$53.35 ,$47.72 ,$30.57 ,$34.15 ,$23.33 ,$25.51 ,$14.53 ,$26.75 ,$190.22 ,$39.86 ,$63.00 ,$19.26 ,$30.25 ,$20.57 ,$60.76 ,$46.00 ,$48.47 ,$11.99 
4/25/14,$78.43 ,$4.05 ,$52.03 ,$47.00 ,$29.95 ,$34.58 ,$23.00 ,$25.47 ,$14.34 ,$26.26 ,$189.63 ,$39.91 ,$62.50 ,$18.73 ,$28.95 ,$20.28 ,$59.24 ,$44.84 ,$46.34 ,$11.74 
4/28/14,$79.07 ,$3.96 ,$51.14 ,$46.62 ,$29.76 ,$34.37 ,$23.02 ,$25.33 ,$14.61 ,$26.33 ,$193.14 ,$40.87 ,$62.64 ,$18.65 ,$28.16 ,$20.07 ,$58.34 ,$44.77 ,$45.45 ,$12.00 
4/29/14,$79.68 ,$4.03 ,$52.48 ,$47.57 ,$30.01 ,$34.83 ,$23.16 ,$25.41 ,$14.96 ,$26.48 ,$195.11 ,$40.51 ,$63.43 ,$18.69 ,$28.82 ,$20.16 ,$58.55 ,$45.16 ,$46.12 ,$12.11 
4/30/14,$80.22 ,$4.09 ,$53.07 ,$48.02 ,$30.14 ,$36.07 ,$23.11 ,$25.80 ,$15.01 ,$26.69 ,$196.47 ,$40.40 ,$63.58 ,$18.47 ,$29.02 ,$20.28 ,$58.98 ,$45.46 ,$45.45 ,$12.09 
